,Date,Open,High,Low,Close,Adj Close,Volume
85,2012-04-03,5101.700195,5110.569824,5056.47998,5056.47998,5055.180176,86000.0
86,2012-04-04,5056.680176,5081.970215,5028.339844,5038.919922,5037.624512,47100.0
87,2012-04-10,5037.290039,5037.290039,4990.75,5022.290039,5020.999023,143800.0
88,2012-04-11,5016.819824,5017.439941,4998.109863,5017.439941,5016.149902,74800.0
89,2012-04-12,5018.259766,5047.209961,5014.02002,5046.779785,5045.482422,67300.0
90,2012-04-13,5055.169922,5097.299805,5055.169922,5097.299805,5095.989258,95200.0
91,2012-04-16,5097.299805,5119.470215,5070.759766,5117.459961,5116.144531,59600.0
92,2012-04-17,5117.259766,5186.52002,5117.259766,5157.279785,5155.954102,123000.0
93,2012-04-18,5165.299805,5219.290039,5165.299805,5186.200195,5184.867188,153800.0
94,2012-04-19,5190.680176,5193.419922,5167.939941,5173.279785,5171.949707,71600.0
95,2012-04-20,5175.660156,5189.350098,5147.060059,5156.459961,5155.134277,82200.0
96,2012-04-23,5160.720215,5183.040039,5152.100098,5163.089844,5161.762695,161400.0
97,2012-04-24,5159.060059,5169.600098,5133.259766,5169.600098,5168.270996,230300.0
98,2012-04-25,5182.890137,5226.540039,5182.890137,5204.839844,5203.501953,284000.0
99,2012-04-26,5212.740234,5247.140137,5208.200195,5218.970215,5217.628418,126800.0
100,2012-04-27,5217.379883,5225.009766,5169.049805,5169.049805,5167.721191,160100.0
101,2012-04-30,5185.060059,5220.27002,5180.569824,5202.700195,5201.362793,98100.0
102,2012-05-02,5207.200195,5269.970215,5207.200195,5228.839844,5227.495605,97600.0
103,2012-05-03,5233.220215,5300.52002,5233.220215,5300.410156,5299.047363,106500.0
104,2012-05-04,5298.529785,5329.759766,5275.790039,5297.549805,5296.187988,180700.0
105,2012-05-07,5276.049805,5276.759766,5200.879883,5229.529785,5228.185547,177800.0
106,2012-05-08,5229.100098,5245.290039,5198.589844,5242.060059,5240.712402,144300.0
107,2012-05-09,5241.029785,5249.870117,5214.790039,5214.790039,5213.449219,84100.0
108,2012-05-10,5214.370117,5226.689941,5150.410156,5192.100098,5190.765137,148300.0
109,2012-05-11,5209.759766,5215.120117,5158.140137,5158.140137,5156.813965,56300.0
110,2012-05-14,5157.620117,5164.02002,5042.379883,5083.620117,5082.313477,108800.0
111,2012-05-15,5022.600098,5024.959961,4944.379883,4977.450195,4976.17041,103600.0
112,2012-05-16,4992.830078,5004.759766,4863.419922,4864.22998,4862.979492,142100.0
113,2012-05-17,4864.22998,5029.779785,4864.22998,5017.02002,5015.730469,120800.0
114,2012-05-18,5014.740234,5014.740234,4879.419922,4879.419922,4878.165527,103600.0
115,2012-05-21,4883.839844,4977.529785,4883.839844,4954.0,4952.726563,74300.0
116,2012-05-22,4954.459961,5026.450195,4954.459961,4958.430176,4957.155273,71800.0
117,2012-05-23,4936.22998,4941.509766,4917.890137,4928.529785,4927.262695,41200.0
118,2012-05-24,4929.169922,4954.370117,4904.220215,4904.220215,4902.959473,47300.0
119,2012-05-25,4916.529785,4925.970215,4910.830078,4925.970215,4924.704102,44600.0
120,2012-05-28,4925.560059,4952.740234,4923.459961,4952.740234,4951.466797,45400.0
121,2012-05-29,4954.779785,5046.549805,4954.779785,5023.109863,5021.818359,43800.0
122,2012-05-30,5057.240234,5070.560059,4995.040039,5018.319824,5017.029785,89000.0
123,2012-05-31,5021.290039,5095.129883,4951.240234,5091.22998,5089.921387,83000.0
124,2012-06-01,5057.850098,5063.209961,5034.379883,5062.439941,5061.138672,61000.0
125,2012-06-04,5008.529785,5008.529785,4890.200195,4890.200195,4888.942871,69900.0
126,2012-06-05,4909.640137,4951.459961,4898.549805,4925.669922,4924.403809,45100.0
127,2012-06-06,4932.359863,4977.529785,4926.410156,4966.580078,4965.303223,52600.0
128,2012-06-07,4976.930176,5044.589844,4976.930176,5022.950195,5021.658691,60700.0
129,2012-06-08,5026.0,5027.879883,4994.069824,4994.069824,4992.786133,52800.0
130,2012-06-11,4997.120117,5086.77002,4997.120117,5075.850098,5074.54541,70100.0
131,2012-06-13,5076.109863,5109.609863,5061.560059,5109.609863,5108.296387,105200.0
132,2012-06-14,5109.640137,5109.640137,5020.850098,5020.850098,5019.55957,106800.0
133,2012-06-15,5038.0,5061.180176,4929.879883,4930.629883,4929.362305,59300.0
134,2012-06-18,4996.52002,5050.410156,4996.52002,5050.410156,5049.111816,98700.0
135,2012-06-19,5049.129883,5081.609863,5037.700195,5081.609863,5080.303711,56700.0
136,2012-06-20,5081.100098,5146.459961,5081.100098,5146.459961,5145.136719,134400.0
137,2012-06-21,5146.459961,5156.919922,5109.430176,5109.430176,5108.116699,213900.0
138,2012-06-22,5099.72998,5133.569824,5058.759766,5120.069824,5118.753418,99300.0
139,2012-06-25,5144.910156,5205.080078,5144.910156,5167.200195,5165.87207,118700.0
140,2012-06-26,5167.850098,5201.200195,5163.75,5193.839844,5192.504395,67300.0
141,2012-06-27,5196.990234,5266.439941,5196.990234,5257.919922,5256.568359,248200.0
142,2012-06-28,5277.740234,5285.839844,5234.529785,5256.149902,5254.798828,186200.0
143,2012-06-29,5257.870117,5258.830078,5234.589844,5246.410156,5245.061523,200900.0
144,2012-07-02,5278.279785,5316.870117,5278.279785,5300.240234,5298.877441,180300.0
145,2012-07-03,5300.129883,5374.350098,5300.129883,5365.700195,5364.320801,125100.0
146,2012-07-04,5366.580078,5403.160156,5351.740234,5354.720215,5353.34375,195200.0
147,2012-07-05,5355.180176,5388.629883,5355.180176,5369.97998,5368.599609,120600.0
148,2012-07-06,5370.439941,5383.439941,5349.819824,5362.680176,5361.301758,127500.0
149,2012-07-09,5352.25,5352.25,5263.740234,5263.740234,5262.387207,65100.0
150,2012-07-10,5276.299805,5277.390137,5240.279785,5240.279785,5238.932617,52900.0
151,2012-07-11,5198.410156,5235.439941,5190.299805,5235.439941,5234.094238,92600.0
152,2012-07-12,5234.919922,5243.169922,5205.189941,5205.189941,5203.852051,35000.0
153,2012-07-13,5204.549805,5228.779785,5201.950195,5214.52002,5213.179688,64900.0
154,2012-07-16,5217.549805,5297.990234,5217.549805,5297.990234,5296.628418,71900.0
155,2012-07-17,5296.439941,5296.439941,5266.310059,5285.120117,5283.76123,52200.0
156,2012-07-18,5278.850098,5278.850098,5214.779785,5220.549805,5219.20752,71300.0
157,2012-07-19,5217.450195,5237.470215,5179.350098,5189.370117,5188.036133,63500.0
158,2012-07-20,5180.879883,5215.890137,5180.5,5210.890137,5209.550781,36400.0
159,2012-07-23,5210.540039,5210.540039,5120.689941,5139.399902,5138.078613,51000.0
160,2012-07-24,5140.410156,5187.669922,5116.549805,5159.740234,5158.413574,48600.0
161,2012-07-25,5150.370117,5171.52002,5149.189941,5161.799805,5160.472656,84400.0
162,2012-07-26,5160.569824,5171.189941,5152.5,5152.560059,5151.235352,90700.0
163,2012-07-27,5152.560059,5219.549805,5152.560059,5219.549805,5218.208008,66300.0
164,2012-07-30,5220.290039,5282.810059,5220.290039,5277.899902,5276.542969,63300.0
165,2012-07-31,5278.660156,5325.759766,5278.660156,5307.660156,5306.295898,69100.0
166,2012-08-01,5309.740234,5315.319824,5267.220215,5298.720215,5297.35791,47100.0
167,2012-08-02,5298.439941,5322.350098,5292.430176,5293.399902,5292.039063,52900.0
168,2012-08-03,5290.919922,5302.279785,5280.180176,5285.910156,5284.55127,57700.0
169,2012-08-06,5286.560059,5323.209961,5276.5,5284.160156,5282.801758,60000.0
170,2012-08-08,5283.220215,5330.25,5280.939941,5308.669922,5307.305176,159300.0
171,2012-08-09,5309.359863,5312.390137,5253.200195,5256.609863,5255.258301,39300.0
172,2012-08-10,5253.5,5270.879883,5230.859863,5263.350098,5261.99707,60800.0
173,2012-08-13,5261.959961,5280.790039,5239.740234,5271.779785,5270.424316,47300.0
174,2012-08-14,5271.120117,5284.160156,5258.629883,5265.939941,5264.586426,73100.0
175,2012-08-15,5266.700195,5280.47998,5255.009766,5266.660156,5265.306152,48800.0
176,2012-08-16,5267.910156,5268.259766,5210.560059,5219.509766,5218.167969,50700.0
177,2012-08-17,5217.299805,5231.029785,5201.089844,5206.810059,5205.47168,69600.0
178,2012-08-22,5203.830078,5203.830078,5148.75,5152.149902,5150.825195,64800.0
179,2012-08-23,5156.200195,5202.839844,5154.410156,5202.839844,5201.502441,51300.0
180,2012-08-24,5177.379883,5177.379883,5125.890137,5143.350098,5142.027832,66100.0
181,2012-08-28,5144.970215,5188.060059,5114.950195,5175.620117,5174.289551,47700.0
182,2012-08-29,5179.689941,5196.129883,5179.600098,5195.720215,5194.384766,45100.0
183,2012-08-30,5193.109863,5198.330078,5149.310059,5149.310059,5147.986328,69500.0
184,2012-08-31,5149.339844,5196.189941,5125.540039,5196.189941,5194.854004,45500.0
185,2012-09-03,5200.120117,5220.189941,5175.160156,5219.080078,5217.738281,36400.0
186,2012-09-04,5219.009766,5221.290039,5175.870117,5175.870117,5174.539551,37300.0
187,2012-09-05,5175.819824,5192.220215,5149.299805,5150.810059,5149.48584,56900.0
188,2012-09-06,5150.890137,5168.009766,5148.560059,5150.109863,5148.786133,44300.0
189,2012-09-07,5175.759766,5218.310059,5175.759766,5201.319824,5199.98291,86800.0
190,2012-09-10,5201.919922,5202.089844,5188.509766,5190.810059,5189.475586,102000.0
191,2012-09-11,5199.069824,5205.600098,5177.399902,5186.049805,5184.716797,65300.0
192,2012-09-12,5189.939941,5208.77002,5186.810059,5207.100098,5205.761719,38700.0
193,2012-09-13,5207.600098,5246.77002,5204.910156,5240.5,5239.152832,46900.0
194,2012-09-14,5240.819824,5334.040039,5240.819824,5322.470215,5321.102051,114800.0
195,2012-09-17,5361.77002,5367.839844,5337.439941,5350.899902,5349.524414,99900.0
196,2012-09-18,5351.970215,5351.970215,5330.669922,5331.129883,5329.759277,77900.0
197,2012-09-19,5331.870117,5331.870117,5300.600098,5317.029785,5315.663086,96000.0
198,2012-09-20,5317.580078,5329.859863,5289.450195,5294.970215,5293.608887,78600.0
199,2012-09-21,5301.290039,5305.27002,5284.609863,5292.060059,5290.699707,69700.0
200,2012-09-24,5294.009766,5325.600098,5292.970215,5325.600098,5324.230957,49600.0
201,2012-09-25,5322.720215,5335.25,5313.439941,5325.169922,5323.800781,37400.0
202,2012-09-26,5317.100098,5317.100098,5276.839844,5292.629883,5291.269043,81200.0
203,2012-09-27,5292.629883,5304.02002,5291.160156,5301.490234,5300.127441,58600.0
204,2012-09-28,5310.060059,5346.100098,5309.540039,5346.100098,5344.725586,99200.0
205,2012-10-01,5344.819824,5344.819824,5305.399902,5308.52002,5307.155273,96400.0
206,2012-10-02,5321.709961,5355.310059,5317.759766,5348.680176,5347.305176,67600.0
207,2012-10-03,5355.350098,5380.350098,5350.490234,5375.52002,5374.138184,148100.0
208,2012-10-04,5383.97998,5451.959961,5380.5,5443.740234,5442.34082,173500.0
209,2012-10-05,5443.740234,5484.629883,5439.589844,5439.839844,5438.441406,341100.0
210,2012-10-08,5440.009766,5449.569824,5415.990234,5434.129883,5432.73291,67600.0
211,2012-10-09,5437.339844,5443.350098,5393.5,5394.899902,5393.513184,64600.0
212,2012-10-10,5394.089844,5408.02002,5365.169922,5369.600098,5368.219727,141000.0
213,2012-10-11,5376.189941,5384.830078,5353.470215,5353.470215,5352.09375,82400.0
214,2012-10-12,5353.709961,5372.680176,5353.709961,5369.720215,5368.339844,73700.0
215,2012-10-15,5366.919922,5383.220215,5360.910156,5383.220215,5381.836426,69900.0
216,2012-10-16,5383.899902,5406.02002,5383.899902,5399.939941,5398.551758,106500.0
217,2012-10-17,5400.529785,5445.950195,5400.529785,5438.379883,5436.981934,131300.0
218,2012-10-18,5445.299805,5452.02002,5428.72998,5435.939941,5434.54248,59600.0
219,2012-10-19,5435.939941,5460.919922,5424.52002,5432.359863,5430.963379,54100.0
220,2012-10-22,5432.279785,5432.279785,5403.299805,5424.790039,5423.395508,35800.0
221,2012-10-23,5424.049805,5442.939941,5424.049805,5432.319824,5430.92334,44600.0
222,2012-10-24,5425.120117,5425.430176,5385.709961,5398.689941,5397.302246,52200.0
223,2012-10-25,5403.390137,5415.140137,5383.899902,5405.160156,5403.770508,86800.0
224,2012-10-29,5404.790039,5420.740234,5394.819824,5397.419922,5396.032227,86900.0
225,2012-10-30,5394.089844,5426.669922,5393.990234,5426.669922,5425.274902,78200.0
226,2012-10-31,5426.669922,5447.72998,5422.149902,5424.509766,5423.115234,101200.0
227,2012-11-05,5428.259766,5483.930176,5428.259766,5457.819824,5456.416992,125300.0
228,2012-11-06,5459.740234,5477.569824,5458.47998,5473.609863,5472.202637,105700.0
229,2012-11-07,5467.060059,5467.5,5425.899902,5437.290039,5435.89209,81600.0
230,2012-11-08,5437.080078,5446.709961,5402.399902,5446.709961,5445.30957,61000.0
231,2012-11-09,5445.879883,5468.790039,5427.859863,5468.790039,5467.384277,48500.0
232,2012-11-12,5466.359863,5488.919922,5466.359863,5470.700195,5469.293945,128300.0
233,2012-11-13,5471.25,5481.72998,5455.180176,5455.919922,5454.517578,68100.0
234,2012-11-14,5467.600098,5484.709961,5451.089844,5451.089844,5449.688477,69500.0
235,2012-11-15,5451.089844,5457.299805,5406.069824,5414.819824,5413.427734,102600.0
236,2012-11-16,5414.819824,5439.279785,5412.689941,5439.279785,5437.881348,54700.0
237,2012-11-19,5436.669922,5449.890137,5434.970215,5449.549805,5448.148926,39700.0
238,2012-11-20,5453.97998,5510.0,5451.609863,5500.580078,5499.166016,85300.0
239,2012-11-21,5505.339844,5553.569824,5505.339844,5534.180176,5532.757324,69600.0
240,2012-11-22,5538.259766,5579.180176,5513.370117,5513.370117,5511.952637,61900.0
241,2012-11-23,5513.839844,5552.990234,5513.839844,5552.339844,5550.912598,59600.0
242,2012-11-26,5555.790039,5585.089844,5555.790039,5579.419922,5577.985352,82100.0
243,2012-11-27,5579.419922,5615.620117,5579.419922,5586.450195,5585.01416,66100.0
244,2012-11-28,5584.399902,5636.330078,5575.379883,5633.720215,5632.271973,131700.0
245,2012-11-29,5633.819824,5650.100098,5613.350098,5640.450195,5639.0,97500.0
246,2012-12-03,5622.72998,5672.700195,5613.970215,5672.700195,5671.241699,218800.0
247,2012-12-04,5663.939941,5706.279785,5663.939941,5706.279785,5704.812988,113000.0
248,2012-12-05,5704.419922,5705.629883,5679.669922,5687.720215,5686.257813,176900.0
249,2012-12-06,5694.75,5777.240234,5694.75,5763.640137,5762.158691,158600.0
250,2012-12-07,5766.299805,5797.930176,5756.509766,5794.200195,5792.710449,115200.0
251,2012-12-10,5791.140137,5793.930176,5732.580078,5757.540039,5756.060059,81200.0
252,2012-12-11,5759.160156,5831.5,5759.160156,5831.5,5830.000977,112100.0
253,2012-12-12,5831.680176,5859.540039,5819.790039,5819.790039,5818.293945,119300.0
254,2012-12-13,5821.390137,5866.830078,5773.029785,5787.950195,5786.462402,126000.0
255,2012-12-14,5786.600098,5786.600098,5700.580078,5707.109863,5705.642578,31900.0
256,2012-12-17,5707.330078,5732.47998,5623.850098,5623.850098,5622.404297,78700.0
257,2012-12-18,5624.169922,5688.689941,5604.189941,5636.589844,5635.140625,69800.0
258,2012-12-19,5637.049805,5752.390137,5637.049805,5752.390137,5750.911133,82700.0
259,2012-12-20,5751.569824,5802.259766,5749.939941,5797.740234,5796.25,53200.0
260,2012-12-21,5797.759766,5860.120117,5785.850098,5823.939941,5822.442871,98100.0
261,2012-12-26,5826.529785,5855.259766,5822.950195,5832.830078,5831.330566,40500.0
262,2012-12-27,5835.620117,5849.970215,5794.890137,5794.890137,5793.400391,39000.0
263,2012-12-28,5810.399902,5848.319824,5810.220215,5812.72998,5811.23584,51800.0
264,2013-01-02,5810.470215,5860.990234,5808.939941,5860.990234,5859.483398,50400.0
265,2013-01-03,5861.819824,5960.740234,5861.819824,5934.049805,5932.524414,146800.0
266,2013-01-04,5949.339844,5971.450195,5948.299805,5971.450195,5969.915039,143500.0
267,2013-01-07,5972.810059,6044.910156,5972.810059,6044.910156,6043.355957,166200.0
268,2013-01-08,6046.75,6055.419922,6024.049805,6048.899902,6047.344727,136600.0
269,2013-01-09,6050.189941,6095.069824,6050.189941,6091.180176,6089.614258,159300.0
270,2013-01-10,6091.180176,6098.140137,5999.890137,6018.569824,6017.022461,98000.0
271,2013-01-11,6034.160156,6057.47998,6034.080078,6051.75,6050.194336,80000.0
272,2013-01-14,6066.02002,6115.180176,6066.02002,6093.899902,6092.333496,69200.0
273,2013-01-15,6093.899902,6140.720215,6071.319824,6087.669922,6086.10498,93000.0
274,2013-01-16,6087.529785,6104.540039,6037.009766,6047.52002,6045.965332,91600.0
275,2013-01-17,6054.299805,6076.950195,6048.990234,6072.180176,6070.619141,78400.0
276,2013-01-18,6070.790039,6150.620117,6070.790039,6139.209961,6137.631836,71800.0
277,2013-01-21,6164.859863,6193.25,6164.459961,6171.700195,6170.11377,52100.0
278,2013-01-22,6171.669922,6176.120117,6103.169922,6104.899902,6103.330566,59600.0
279,2013-01-23,6104.879883,6104.879883,6068.439941,6092.529785,6090.963379,162100.0
280,2013-01-24,6092.25,6124.899902,6092.25,6117.27002,6115.697266,97300.0
281,2013-01-25,6120.990234,6167.640137,6120.990234,6167.640137,6166.054688,77300.0
282,2013-01-28,6167.640137,6192.419922,6165.080078,6192.419922,6190.828125,118000.0
283,2013-01-29,6192.419922,6254.040039,6192.419922,6234.72998,6233.126953,208500.0
284,2013-01-30,6235.850098,6320.600098,6235.850098,6271.22998,6269.617676,212700.0
285,2013-01-31,6320.740234,6332.27002,6240.72998,6242.740234,6241.135254,133400.0
286,2013-02-01,6253.859863,6342.720215,6253.839844,6318.609863,6316.985352,119400.0
287,2013-02-04,6349.080078,6449.439941,6349.080078,6435.97998,6434.325684,140300.0
288,2013-02-05,6426.859863,6479.310059,6407.439941,6470.490234,6468.82666,138300.0
289,2013-02-06,6479.529785,6486.450195,6431.350098,6431.350098,6429.696777,136000.0
290,2013-02-07,6433.310059,6459.990234,6433.310059,6459.990234,6458.32959,102500.0
291,2013-02-08,6461.189941,6489.899902,6453.399902,6458.669922,6457.009766,91100.0
292,2013-02-11,6458.339844,6500.080078,6458.009766,6458.009766,6456.349609,65000.0
293,2013-02-12,6459.209961,6477.819824,6455.0,6459.930176,6458.269531,45800.0
294,2013-02-13,6465.370117,6531.790039,6464.540039,6527.990234,6526.312012,77500.0
295,2013-02-14,6528.419922,6542.509766,6497.540039,6513.410156,6511.73584,113900.0
296,2013-02-15,6494.839844,6522.27002,6494.839844,6521.640137,6519.963379,149600.0
297,2013-02-18,6521.77002,6582.509766,6521.77002,6565.22998,6563.541992,177300.0
298,2013-02-19,6584.399902,6632.560059,6577.959961,6620.720215,6619.018066,145800.0
299,2013-02-20,6644.459961,6690.0,6615.700195,6648.569824,6646.86084,183900.0
300,2013-02-21,6637.830078,6667.410156,6617.279785,6667.410156,6665.696289,196300.0
301,2013-02-22,6669.950195,6669.950195,6565.259766,6665.060059,6663.34668,96500.0
302,2013-02-25,6664.919922,6721.330078,6664.919922,6721.330078,6719.602051,112500.0
303,2013-02-26,6718.02002,6718.02002,6622.740234,6630.669922,6628.965332,121400.0
304,2013-02-27,6671.620117,6687.490234,6616.27002,6616.27002,6614.569336,142400.0
305,2013-02-28,6662.410156,6721.450195,6636.220215,6721.450195,6719.722168,159800.0
306,2013-03-01,6725.359863,6725.359863,6610.220215,6642.27002,6640.5625,170300.0
307,2013-03-04,6642.839844,6664.160156,6564.77002,6637.560059,6635.853516,151700.0
308,2013-03-05,6638.109863,6723.709961,6632.390137,6711.720215,6709.994629,198600.0
309,2013-03-06,6714.120117,6842.970215,6714.120117,6835.209961,6833.452637,204200.0
310,2013-03-07,6835.859863,6835.859863,6722.129883,6725.129883,6723.400879,111600.0
311,2013-03-08,6771.5,6859.790039,6771.5,6833.77002,6832.013184,183700.0
312,2013-03-11,6835.160156,6867.100098,6813.950195,6813.950195,6812.19873,94700.0
313,2013-03-12,6847.549805,6853.939941,6772.100098,6786.419922,6784.675293,103500.0
314,2013-03-13,6812.600098,6812.600098,6748.720215,6776.560059,6774.817871,65500.0
315,2013-03-14,6753.290039,6753.77002,6647.819824,6694.709961,6692.98877,108700.0
316,2013-03-15,6717.350098,6732.640137,6653.450195,6654.600098,6652.88916,134000.0
317,2013-03-18,6666.799805,6690.279785,6514.890137,6536.180176,6534.5,99200.0
